userName,score,at,content
Pengguna Google,1,11/16/2019 18:50,"Gak bisa masuk, gagal konek server lah, id sedang di gunakan di device lain lah, padahal line baru buat.. Kebanyakan kartu dan pendant yang aneh pula.. Tolong di perbaiki seperti seharusnya"
Pengguna Google,3,11/16/2019 12:37,"Game nya kadang suka eror sendiri padahal sinyal udh bagus banget tapi ga bisa masuk ke game nya,jadi kadang saya sedikit emosi padahal kan banyak event"" seru yg g boleh dilewatkan tolong dong coporation nya diperbaiki lagi masalah ini ya."
Pengguna Google,1,11/12/2019 14:13,"GAME BUSUK.. Sy main game ini udah sangat lama dari kartu paling tinggi masih A Sampai sekarang udah S++. Dari sy kasih bintang 5,4,3,2 sampai sy kasih bintang 1 dan makin banyak yg kasih bintang 1 juga bukan makin baik malah makin BUSUK. Game berat lain aja, lancar main diHP RAM 6Gb jaringan wifi full 4G. Tp main game ini bisa Disconect ampe 10x skali main. Parahnya lagi sering Blank & game keluar sendiri. Main game ini bukan menghibur malah bikin prustasi. Tolong diperbaiki / Uninstal."
Pengguna Google,1,11/11/2019 5:49,"Gua player lama udh main dari awal, tapi pas balik main ini jadi kecewa banget gara² susah buat login. Alesannya gagal konek ke server trus disuruh cek koneksi, padahal mah koneksi gua lancar² aja dan buat buka aplikasi lain juga lancar. Tolong lah buat developer ini diperbaikin lagi servernya, masa game udh bertaun² tapi masih aja ada kendala buat login doang."
Pengguna Google,2,11/3/2019 11:55,"Koneksi lancar tapi sering reconnect , dan susah masuk ke dalam game padahal sinyal dan koneksi bagus untuk youtube , instagram , whatsapp lancar tapi kenapa tidak bisa menjalankan loading awal game harus menggunakan wifi terlebih dulu lalu bisa menggunakan data , tolong diperbaiki"
Pengguna Google,1,11/2/2019 9:12,"Game konyol, gak seperti dulu, dulu pendant normal skill, skrang ancur banget, bisa lendmark sendiri gak harus lewati start terlebih dahulu.. #pemainlama #saranperbaiki : Pendant lebih baik normal skill aja... Cukup map yg baru trus..."
Pengguna Google,1,10/31/2019 8:48,Kurang memuaskan mengecewakan. Di shop item penjualan terbatas di gambarnya dapet pendat apa aja. Tapi pas beli ngga ada satu pun yang dapet diantara gambar yang tertera... Malah setelah beli tiga-tiganya dapet pendant yang sama mengecewakan sekali....
Pengguna Google,1,10/30/2019 6:28,"Sistem lempar dadunya terlalu bergantung dengan pendant yg dimiliki, sehingga untuk player yang tidsk mempunyai pendant ketepatan dice ctrl yang bagus, tentu akan sulit mencapai dadu yang diinginkan saat memilih dadu.. mohon updatenya"
Pengguna Google,1,10/26/2019 7:10,"Foto Profil di LGR jadi invisible, Awaken Nirvana tak bisa bangun Landmark & tak bisa lompat, pendant bangkrut gak fungsi, tulisannya 70% tapi 100x dipakai tetap tak berfungsi. Lama2 gamenya ditinggalin Player. Makin di update makin error, game lain gak ada yang begini. Yuk semuanya main game lain aja, main game buat hiburan, yang ini bukan menghibur malah bikin emosi, dia pikir kita mau Card & Pendant Ability kita ditukar sama Diamond & hadiah-hadiah lainnya? Ability tetap PRIORITAS UTAMA!"
Pengguna Google,1,10/23/2019 17:12,"Ini makin diupdate gamenya makin halu, kaga bisa dibuka, jaringan error mulu, udah habis diamond 10rb kaga dapat² juga kartu event. Kampret. Gua main dari game ini pertama kali hadir, tapi kaga ada timbal baliknya, buat loe² pada mending kaga usah main ini game bikin sakit hati."
Pengguna Google,1,10/23/2019 13:43,"Dadu kontrolnya tidak seperti dulu harus ada pendant helm baru bisa dadu kontrol sesuai yang diinginkan,saya kecewa dimana gets rich pacht yang dulu lebih bagus dan tidak memandang jenis karakter kartu,yang sekarang permainannya pay to win sulit bagi kita yg top upnya cuman sedikit dan tidak ada kesempatan bagi kartu baru untuk menang,dimana saya sudah simpan diamond untuk dadu baru tapi tidak ada efek,tolong di pacht agar permainan lebih seimbang terutama untuk dadu kontol diperbaiki thanks PTW"
Pengguna Google,1,10/14/2019 9:03,Selalu dan selalu kesalahan yang sama gabisa login saat masuk game. Ini gimana sii yang bikin gamenya cacat amat. Gua kira sering update ada perbaikan sistem ternyata sama aja pas masuk selalu gagal mulu. Padahal sinyal udah manteng bgt 4G. Gimana mau betah maen game ini kalo kerusakan selalu dihal yang samaaaa!!!
Pengguna Google,1,10/13/2019 4:48,"Aneh banget deh setiap lagi main tiba2 koneksi keputus sendirii,padahal koneksi wifinya baik2 ajaa trs pas mau balik lagi ngga bisa,alhasil poinnya jadi berkurangg,padahal setiap ada update an pasti selalu di updete. Tolong segera di perbaiki !!!"
Pengguna Google,1,10/12/2019 11:49,"Saya kecewa dengan game ini.. padahal saya pemain lama.. bukan semakin baik mala semakin buruk.. karna apa.. semenjak update kemaren.. suka eror.. tiba"" auto sendiri.. sinyal kenceng.. tiba"" koneksi eror.. untuk sementara saya kasih bintang 1.. kalo udah ada perbaikan saya tmbah bintang lagi.. tolong secepatnya diperbaiki.. salam game satu jari"
Pengguna Google,1,10/11/2019 5:40,"Game sampah, gak bisa imbangi karakter yg dibuat setiap karakter baru pasti kuat kuat, ga pernah balance, kalo gini player baru pun ga bakal maju maju, pendant juga sama gak ada bedanya. Player baru mau dapatin karakter baru juga susah, krn masih pemula, dpt diamond susah sdngkan yg udh lama main diamond nya udh terkumpul, kesempatan utk player lama jauh lebih besar. Tolong diimbangi kalo ga balance gini yg mau main pun males karena dari seluruh keluhan, ini lah yg paling parah."
Pengguna Google,1,10/5/2019 8:20,"Terlalu cepat update dan banyak kartu yang ga jelas bangun langsung 2 Landmark lah sekali jalan, hancurin bangunan yg kita buat klo musuh lewat dll ... saya main dari awal Game ini muncul tapi sekarang ini kecewa karena banyak kartu baru yg ga jelas dan tdk seimbang jadi nya ... memanjakan pemain baru dan yg punya duit buat beli kartu yg ga jelas skill karakternya dan event ga jelas ngabisin berapa diamond ga guna juga ... Uninstal ..."
Pengguna Google,1,10/5/2019 7:09,"Tolong untuk developer, dengarkan pesan saya,saya sudah sering kali melaporkan hasil bug,ketika main dan dan jaringan terputus saya tidak bisa bermain lagi,dan apk ini sering terhenti sendri,contoh : (layanan terhenti mohon laporkan),saya sudah kecewa akan hal tersebut,tolong perbaikannya,tolong balas laporan saya mengenai bug ini, device xiaomi 6a ram 2gb &rom 16gb, Snapdragon. Terimakasih"
Pengguna Google,1,10/4/2019 4:15,"tolong perbaiki lagi dong.. knp skrng lagi seru2nya main sering keluar sendiri,, trus kadang kalau dadu nya mau qt pencet lama tpi ky nge klik sendiri, gak bisa max.. pendant yg udah s+ level max 7, sering gak dipake padahal udah di exchange sampe 80% keatas.. bikin bete' n gak mau main lagi.."
Pengguna Google,1,10/3/2019 13:24,"Knapa sih tambah update map baru bikin game ini cacat banget, 1.sering forclose mulu 2. Aq pake sinyal wifi tapi jaringan buruk sedangkan game online lainnya sinyal lancar 3.tampilan bikin bingung n tulisan/gambar tambah kecil2"
Pengguna Google,5,10/3/2019 6:01,"Tolong di perbaiki secepat nya saat gemplay saat sinyal error gak bisa kembali lagi ke pertandingan di coba login lagi tetap gak bisa masuk ke game sampai pertandingan selesai, baru bisa masuk ini bug tolong di perbaiki, kalau mau masih liat player bertahan tolong di perbaiki"
Pengguna Google,3,10/3/2019 0:36,"Suka2nya yg bikin game ini sih, terakhir level up, malah main ngga bisa pencet apa2 pindah area dll sesuai karakter dan pendant, bisanya cuma pencet dadu doang, terus juga pendant 80 persen ngga efek apa2 dari awal sampai akhir, berapa kali main kayak gitu."
Pengguna Google,2,10/1/2019 23:27,"Jelek game nya sekarang tampilan menu di game lets getrich terlalu banyak...tidak nyaman di pandng,lebih baik versi terdahulu,dan juga untuk mencari card event dan pendand event sangat susah sehingga hanya membuang gold dan diamond,klau terus begini hapus massal aja semua pecinta lets getrich!!!"
Pengguna Google,1,9/30/2019 13:32,kasih bintang 1. habis di perbarui main di map baru malah tiba2 re log. pas mau masuk lagi di suruh log in line lagi pas udah log in line gak bisa masuk ke gameplay kalau belom selesai. enak banget musuhnya dpet lawan auto sampe akhir... kamperet....
Pengguna Google,1,9/30/2019 9:34,Kecewa bgtt semenjak update map baru jadi CACAT sblmnyaa asik bgt main game ini. Sumpah CACAT BGT skrg sistem getrich semenjak ada map baru space station 2 !!!!! Yakin setelah inii getrich ga akan laku karna banyak bgt yg kecewa sama sistem yg skrg setelah pembaruan map space station 2 !!!!!
Pengguna Google,1,9/29/2019 15:18,"Tolong la perbaiki sinyalnya pls buat maen gak enak, cuma game ini lo yg aneh sinyalnya, buat main pubg 30ms, ml 20ms,youtube resolusi 720 kecepatan sinyal 1, sekian mb lah maen ini game kecebatan dibawa k/s kan gak buat gak nyaman. Tolong sekali lagi diperbaiki jangan di liat aja komen ini!!!!"
Pengguna Google,2,9/29/2019 13:37,"Kalo pas main tiba-tiba disconect kok gak bisa terhubung lagi sih gak bisa balik lagi ke game malah pas udah terhubung tiba-tiba keluar game sendiri kan jadinya kalah padahal dikit lagi menang ,tolong gimana ini?? Gak sekali dua kali tpi sering kaya gini sejak update versi baru padahal kalo yg versi sebelumnya gak pernah kek gini"
Pengguna Google,1,9/28/2019 13:15,"Aneh sekarang malah gk enak, dulu reconnect langsung bisa masuk lagi. Eh sekarang reconnect cuma gara gara wifi ilang doang gk bisa masuk. Kalau masuk cuma sampek loading terus Force Close. Menjengkelkan"
Pengguna Google,1,9/28/2019 5:12,"2016 Kenapa punya ane selalu ""aplikasi tidak merespon"" padahal ram masih banyak? tolong dijawab. -------------------------------- 2019 .Update. Udah ganti hp ram 2gb masih aja ,kalo abis menang langsung force close tapi kalo kalah bisa kembali ke menu. Sorry tetep bintang 1"
Pengguna Google,1,9/28/2019 4:25,"Game ini tidak seindah pada saat dulu, dimana skill karakter, pendant dan kontrol dadu masih bisa dikatakan balance. Skrg terlalu banyak skill dan pedant yang terlalu op. Hal ini membuat kesenangan bermain menjadi hilang."
Pengguna Google,5,9/28/2019 3:14,Saya player dari tahun 2012 game ini semakin lama semakin bagus baik grafik maupun ability dari setiap card dan pendant...untuk sarannya aja sih tolong player lama dimudahin dong untuk dapat card dan pendant promosi ga harus player baru terus yang dimudahin
Pengguna Google,1,9/28/2019 1:57,"Super duper ngeselin!! Boro2 done event, yang ada combine (card/pendant) dapetnya itu2 mulu, cara bangkrut yang gak masuk akal dan hanya cocok buat card generasi terbaru, apalah daya saya hanya pemain old yang sangat2 jarang done event. Thanks banget buat game ini (kalo ada rate bintang minus seperseratus lebih pas buat ni game)"
Pengguna Google,1,9/27/2019 13:50,Semenjak updet ke versi baru dengan map antariksa kenapa jadi jelek dan selalu keluar sendiri di saat permainan sedang berlangsung dan tiba tiba tidak bisa lagi masuk ke dalam gamenya untuk melanjutin permainannya tolong dong di perbaiki lagi benar benar saya sangat kecewa dengan updet yang versi baru sekarang jadi berat rasanya.. masih banyak BUG di dalam game ini selalu keluar tiba tiba di saat main dan ga bisa login melanjutin permainannya kembali... Let's Get Rich jadi hancur sekarang
Pengguna Google,1,9/27/2019 10:13,"Line Corporation.saya sudah instal game ini berkali kali dan sudah mempunyai akun line.Tetapi saat saya masuk selalu ada tulisan ""s4052""di layar yang dibawahnya ada tombol ok.lalu setelah saya pencet tiba2 unduhannya terhenti di 99%.saya sangat kecewa akan hal itu saya berharap ada penjelasan dibalik semua ini"
Pengguna Google,1,9/26/2019 23:45,"Saya pemain lama sejak pertama game ini kluar . Kalo g salah 2013.Baru2 ini aja pengen main lagi karna nampak aplikasi ini dari depan . Update memang slalu bnyk yg hrus d download memang . Tpi begitu main,okelah bnyk card baru yg skali main bisa lngsung landmark.Mungkin saya yg ketinggalan card2 yg baru.Tpi lama2 kok bisa pindah2 dan bisa aquiring pny kita seenaknya sndiri.menurutku mulai g masuk akal . Dan jujur saja saya kecewa . Apalagi saya pemain lama . Ditambah ktika update,data luar biasa"
Pengguna Google,3,9/26/2019 18:32,setelah update . kalo misal nya kita udah dalam game/battle trus tiba2 sinyal ilang dan reconnecting kembali. stelah reconnecting kok malah close aplikasi . dan coba buka lg berkali kali juga ttep ga bisa sampe game yg sbelum nya selesai . ada yg sama pengalaman nya mungkin?
Pengguna Google,3,9/26/2019 16:00,"Kenapa habis update yang baru, malah kayak lemot ya kak?? Padahal sinyal 4G full. Main susah banget, contoh pas di mini game mau ambil area lawan yang di tuju, gak bisa padahal udah di tekan area lawan yang di tuju, muncul muncul waktu jeda. Kayak gak di tekan, padahal udah di tekan mau di tuju area lawan. Ya inti nya habis update yang baru ini, agak lemot. Beda sebelum di update yg baru. Sebel2 gimana gitu, padahal suka permainan ini. Buat ngisi waktu luang, mohon minta pencerahan nya kak."
Pengguna Google,2,9/26/2019 10:27,Menurut saya game ini seru sih.. Tpi kadang adanya ketidak samaan perlakuan terhadap sesama player.. Kita menggunakan karakter dan panen yg sama.. Kok bisa beda gtu.. Yg satu sekolah nya selalu muncul yg satu lagi sekilas nya gak pernah muncul.. Heran kadang.. Dan lemparan dadu terkadang gak sesuai dengan kontruksi nya
Pengguna Google,5,9/20/2019 23:52,"* Sdh 3bulan ini sy tdk bisa bermain getrich lagi.. * Tiap mau main slalu ada 'we are equipped with an expired character or lucky item. please re-enter after replacement (kami dilengkapi dengan karakter kedaluwarsa atau item keberuntungan. silakan masukkan kembali setelah penggantian)' * Sy sdh berkali2 ganti karakter org tp ttp sj tdk bs * TOLONG DONG, klo gini mesti gimana biar bisa main lagi ???"
Pengguna Google,2,9/13/2019 8:31,"Untuk bonus buat pemain gratisan sih banyak banget, yang jadi masalah itu ada di kesempatan saat gacha pendant atau character ampas banget jarang dapat yang bagus, saat bermain juga dadunya suka beda jauh sama perkiraannya saat lempar dadu."
Pengguna Google,5,8/30/2019 13:39,"secara keseluruhan, game ini bagus banget.. dan saya suka emang dr dulu ini game, dr hp android saya yg pertama sampai yg sekarang. tapi kok setelah berapa bulan ga main, terus sekarang main lagi.. jadi agak error ya? setiap habis 1× match, (kalau saya menang match) saya ga bisa main d room yg sama lagi, pasti gangguan jaringan terus notif nya, dan mesti keluar apk dulu baru masuk lagi biar bisa main lagi. tapi kalau saya kalah match, bisa main lagi tanpa harus keluar apk. tolong dong d perbaiki"
Pengguna Google,1,8/19/2019 2:22,"Buruk! Tidak pernah mendengar keluhan pemain developer ini. Tidak ada perubahan dalam bermain, bagaimana bisa lawan dengan 500k Thropy bertemu dengan 30k Thropy, dengan perbedaan yang jauh dari level character dan level pendant yang jauh berbeda di pertemukan. Percumah saya meminta 'perbaikan/peningkatan' event aja teros"
Pengguna Google,1,8/17/2019 23:55,"suka error sendiri, suka lost signal padahal sinyal bagus bisa buat buka app lain tolong di perbaiki dan akurasi pendantnya lebih bener lagi! ga ngerti sama developmentnya hadeh kacau:( baca dong review gua biar bisa lebih baik lagi gimana si!"
Pengguna Google,2,8/17/2019 2:40,"Saya tdk bisa membuka game nya, padahal saya pakai wifi, sinyal nya juga kenceng, tapi kalau mau log in alasannya ""periksa koneksi E.33"" Kecewa banget, padahal saya udh banyak top UP di akun saya itu, dan sengat saya dulu saya meng update line, get rich saya ke restart, data game saya yg dulu hilang. Tolong ya di sempurnakan."
Pengguna Google,1,8/15/2019 10:17,"netmarble bercanda ya!!! masa gua yang point nya masih kecil dilawan ama yang point nya jutaan? match nya kaga adil, kaga ada otak emang, yang kuat semakin kuat, yang lemah semakin lemah dan tertindas. buat peraturan landmark ga bisa diambil alih, tapi ada kartu yang bisa ngambil alih landmark walau sementara, tetep aja lu kaya menjilat ludah lu sendiri. dan membuat efek kartu ama pendant tuh dipikir2 dulu, terlalu overpower ngebuat game jadi ga asik dan ga bisa ngerasain feel game nya lagi"
Pengguna Google,1,8/12/2019 16:55,"Makin parah aja ni game. Kalau ada lawan pake karakter event, udah deh, mati ajaaaa. Pendant dia aktiv mulu, bisa nyuri landmark, loncat sana sini. Sedangkan pendant gue aktiv cuman sesekali. Yang bener aja dong, masa trophy gue udah 0, masih ditemuin sama yang jumlah trophy 1jt'an, pake otak lahhh. Dan tolong, stop bikin karakter yang overpower, yakali tu orang main aja sendiri sekalian. Game taiiiiii"
